"1.150","0.2816","12","0.0000","0.0000","-5.6368","33.2064","0.0000","29.0387","22.6000","0.2488","10000.0000","45.39130846","-75.69626473"
"1.200","0.2724","12","0.0000","0.0000","-11.6624","56.0995","0.0000","29.0237","22.6000","0.2454","10000.0000","45.39130842","-75.69626464"
"1.250","0.2628","12","0.0000","0.0000","-18.6316","79.7312","0.0000","29.0071","22.6000","0.2404","10000.0000","45.39130838","-75.69626454"
"1.300","0.2436","12","0.0000","0.0000","-16.6559","64.2037","0.0000","29.0058","22.6000","0.2446","10000.0000","45.39130838","-75.69626453"
"1.350","0.2235","12","0.0000","0.0000","-13.9025","45.2711","0.0000","29.0058","22.6000","0.2496","10000.0000","45.39130838","-75.69626453"
"1.400","0.1569","12","0.0000","0.0000","-15.1504","29.7700","0.0000","29.0050","22.6000","0.2316","10000.0000","45.39130839","-75.69626459"
"1.450","0.0862","12","0.0000","0.0000","-16.7463","14.5674","0.0000","29.0041","22.6000","0.2116","10000.0000","45.39130840","-75.69626465"
"1.500","0.1157","12","0.0000","0.0000","-23.2866","42.6475","0.0000","28.9913","22.5540","0.2146","10000.0000","45.39130839","-75.69626463"
"1.550","0.1539","12","0.0000","0.0000","-30.2569","74.4914","0.0000","28.9773","22.5040","0.2196","10000.0000","45.39130839","-75.69626460"
"1.600","0.1344","12","0.0000","0.0000","-19.2980","66.7043","0.0000","28.9826","22.5000","0.2292","10000.0000","45.39130839","-75.69626461"
"1.650","0.1100","12","0.0000","0.0000","-6.7801","55.4709","0.0000","28.9896","22.5000","0.2392","10000.0000","45.39130839","-75.69626463"
"1.700","0.1342","12","0.0000","0.0000","-12.9087","49.3674","0.0000","28.9703","22.5000","0.2354","10000.0000","45.39130846","-75.69626463"
"1.750","0.1627","12","0.0000","0.0000","-20.6587","43.7099","0.0000","28.9487","22.5000","0.2304","10000.0000","45.39130853","-75.69626462"
"1.800","0.0891","11","0.0000","0.0000","-11.4905","23.3589","0.0000","28.9470","22.5000","0.2116","10000.0000","45.39130853","-75.69626462"
"1.850","0.0066","11","0.0000","0.0000","-0.8511","1.7303","0.0000","28.9470","22.5000","0.1916","10000.0000","45.39130853","-75.69626462"
"1.900","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","28.9470","22.5000","0.1670","10000.0000","45.39130853","-75.69626462"
"1.950","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","28.9470","22.5000","0.1420","10000.0000","45.39130853","-75.69626462"
"2.000","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","28.9470","22.5000","0.1768","10000.0000","45.39130853","-75.69626462"
"2.050","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","28.9470","22.5000","0.2168","10000.0000","45.39130853","-75.69626462"
"2.100","0.0703","11","0.0000","0.0000","-11.7991","14.1592","0.0000","28.9437","24.7540","0.2246","10000.0000","45.39130850","-75.69626462"
"2.150","0.1466","11","0.0000","0.0000","-24.6242","29.5497","0.0000","28.9401","27.2040","0.2296","10000.0000","45.39130847","-75.69626462"
"2.200","0.1444","11","0.0000","0.0000","-15.4218","78.5325","0.0000","28.9374","27.3080","0.2162","10000.0000","45.39130843","-75.69626457"
"2.250","0.1354","11","0.0000","0.0000","-4.3040","130.4365","0.0000","28.9347","27.2080","0.2012","10000.0000","45.39130839","-75.69626451"
"2.300","0.1999","11","0.0000","0.0000","-4.1721","4.9560","0.0000","28.9271","27.1540","0.2138","10000.0000","45.39130834","-75.69626456"
"2.350","0.2708","11","0.0000","0.0000","-4.9956","-135.9491","0.0000","28.9191","27.1040","0.2288","10000.0000","45.39130828","-75.69626462"
"2.400","0.3446","11","0.0000","0.0000","-4.1208","-67.6158","0.0000","28.9099","27.0540","0.2300","10000.0000","45.39130836","-75.69626452"
"2.450","0.4185","11","0.0000","0.0000","-3.0985","18.9121","0.0000","28.9005","27.0040","0.2300","10000.0000","45.39130844","-75.69626441"
"2.500","0.3286","11","0.0000","0.0000","-4.2872","39.0538","0.0000","28.8973","26.9540","0.2300","10000.0000","45.39130841","-75.69626435"
"2.550","0.2243","11","0.0000","0.0000","-5.6682","53.4227","0.0000","28.8946","26.9040","0.2300","10000.0000","45.39130837","-75.69626429"
"2.600","0.2073","11","0.0000","0.0000","-8.9687","71.8656","0.0000","28.8888","26.8080","0.2254","10000.0000","45.39130836","-75.69626421"
"2.650","0.1979","11","0.0000","0.0000","-12.4361","90.6628","0.0000","28.8827","26.7080","0.2204","10000.0000","45.39130835","-75.69626413"
"2.700","0.1299","11","0.0000","0.0000","-23.9529","31.4505","0.0000","28.8757","26.6540","0.1970","10000.0000","45.39130830","-75.69626413"
"2.750","0.0568","11","0.0000","0.0000","-36.1696","-34.5451","0.0000","28.8686","26.6040","0.1720","10000.0000","45.39130823","-75.69626413"
"2.800","0.0645","11","0.0000","0.0000","-39.9926","-29.3144","0.0000","28.8624","26.5540","0.1792","10000.0000","45.39130822","-75.69626406"
"2.850","0.0793","11","0.0000","0.0000","-43.0857","-17.8900","0.0000","28.8563","26.5040","0.1892","10000.0000","45.39130821","-75.69626398"
"2.900","0.0766","11","0.0000","0.0000","-43.1256","-0.1032","0.0000","28.8525","26.4540","0.1946","10000.0000","45.39130818","-75.69626397"
"2.950","0.0723","11","0.0000","0.0000","-42.8999","18.2369","0.0000","28.8490","26.4040","0.1996","10000.0000","45.39130815","-75.69626397"
"3.000","0.0389","11","0.0000","0.0000","-23.1562","10.6402","0.0000","28.8487","26.3540","0.2184","10000.0000","45.39130815","-75.69626397"
"3.050","0.0029","11","0.0000","0.0000","-1.7153","0.7882","0.0000","28.8487","26.3040","0.2384","10000.0000","45.39130815","-75.69626397"
"3.100","0.0907","11","0.0000","0.0000","-1.0514","-47.2387","0.0000","28.8390","28.8760","0.2446","10000.0000","45.39130812","-75.69626396"
"3.150","0.1893","11","0.0000","0.0000","-2.1942","-98.5852","0.0000","28.8285","31.6760","0.2496","10000.0000","45.39130809","-75.69626394"
"3.200","0.2315","11","0.0000","0.0000","-3.8279","-69.6615","0.0000","28.8147","31.8080","0.2224","10000.0000","45.39130802","-75.69626393"
"3.250","0.2688","11","0.0000","0.0000","-5.5043","-33.7578","0.0000","28.8006","31.7080","0.1924","10000.0000","45.39130796","-75.69626391"
"3.300","0.2227","11","0.0000","0.0000","-17.2835","-23.1115","0.0000","28.7848","31.6080","0.1854","10000.0000","45.39130785","-75.69626378"
"3.350","0.1692","11","0.0000","0.0000","-29.9412","-14.6614","0.0000","28.7689","31.5080","0.1804","10000.0000","45.39130774","-75.69626364"
"3.400","0.2096","11","0.0000","0.0000","-23.0128","-82.9627","0.0000","28.7521","31.4080","0.1846","10000.0000","45.39130758","-75.69626357"
"3.450","0.2582","11","0.0000","0.0000","-14.3813","-157.9381","0.0000","28.7351","31.3080","0.1896","10000.0000","45.39130742","-75.69626351"
"3.500","0.2801","11","0.0000","0.0000","-10.6898","-93.0712","0.0000","28.7211","31.2080","0.1900","10000.0000","45.39130746","-75.69626346"
"3.550","0.2996","11","0.0000","0.0000","-7.4279","-16.0441","0.0000","28.7074","31.1080","0.1900","10000.0000","45.39130752","-75.69626341"
"3.600","0.2592","11","0.0000","0.0000","-9.6416","0.4298","0.0000","28.6941","31.0080","0.1946","10000.0000","45.39130746","-75.69626334"
"3.650","0.2136","11","0.0000","0.0000","-12.3315","11.6382","0.0000","28.6809","30.9080","0.1996","10000.0000","45.39130739","-75.69626326"
"3.700","0.2350","11","0.0000","0.0000","-9.8610","50.1706","0.0000","28.6716","30.8540","0.2046","10000.0000","45.39130728","-75.69626314"
"3.750","0.2624","11","0.0000","0.0000","-6.9418","91.0789","0.0000","28.6627","30.8040","0.2096","10000.0000","45.39130717","-75.69626302"
"3.800","0.2320","11","0.0000","0.0000","-8.3770","121.2866","0.0000","28.6521","30.7080","0.2008","10000.0000","45.39130707","-75.69626301"
"3.850","0.1967","11","0.0000","0.0000","-10.1909","150.5638","0.0000","28.6414","30.6080","0.1908","10000.0000","45.39130698","-75.69626301"
"3.900","0.1730","11","0.0000","0.0000","-12.8438","17.1603","0.0000","28.6316","30.5540","0.1992","10000.0000","45.39130688","-75.69626295"
"3.950","0.1502","11","0.0000","0.0000","-15.5696","-130.3893","0.0000","28.6218","30.5040","0.2092","10000.0000","45.39130677","-75.69626289"
"4.000","0.1875","11","0.0000","0.0000","-11.4933","-75.6942","0.0000","28.6146","30.4080","0.2054","10000.0000","45.39130676","-75.69626287"
"4.050","0.2299","11","0.0000","0.0000","-6.8256","-3.4125","0.0000","28.6076","30.3080","0.2004","10000.0000","45.39130676","-75.69626285"
"4.100","0.2465","11","0.0000","0.0000","-7.0028","33.7182","0.0000","28.5957","30.2540","0.2092","10000.0000","45.39130669","-75.69626272"
"4.150","0.2609","11","0.0000","0.0000","-7.6013","67.7924","0.0000","28.5833","30.2040","0.2192","10000.0000","45.39130661","-75.69626258"
"4.200","0.1649","11","0.0000","0.0000","-14.4246","98.8846","0.0000","28.5758","30.1080","0.1970","10000.0000","45.39130655","-75.69626257"
"4.250","0.0594","11","0.0000","0.0000","-21.7892","129.7175","0.0000","28.5687","30.0080","0.1720","10000.0000","45.39130648","-75.69626257"
"4.300","0.0681","11","0.0000","0.0000","-8.6794","133.8856","0.0000","28.5632","29.9540","0.1792","10000.0000","45.39130641","-75.69626246"
"4.350","0.0867","11","0.0000","0.0000","6.2108","135.7351","0.0000","28.5578","29.9040","0.1892","10000.0000","45.39130633","-75.69626234"
"4.400","0.1321","11","0.0000","0.0000","0.7034","103.6770","0.0000","28.5477","29.8540","0.2038","10000.0000","45.39130629","-75.69626231"
"4.450","0.1797","11","0.0000","0.0000","-6.5776","68.6705","0.0000","28.5371","29.8040","0.2188","10000.0000","45.39130626","-75.69626230"
"4.500","0.2482","11","0.0000","0.0000","-6.5246","60.6730","0.0000","28.5316","29.7540","0.2200","10000.0000","45.39130630","-75.69626215"
"4.550","0.3184","11","0.0000","0.0000","-5.8339","55.0242","0.0000","28.5266","29.7040","0.2200","10000.0000","45.39130635","-75.69626200"
"4.600","0.3630","11","0.0000","0.0000","-6.3348","52.9229","0.0000","28.5238","29.6080","0.2200","10000.0000","45.39130637","-75.69626191"
"4.650","0.4055","11","0.0000","0.0000","-6.9393","51.1301","0.0000","28.5213","29.5080","0.2200","10000.0000","45.39130639","-75.69626184"
"4.700","0.2732","11","0.0000","0.0000","-14.0407","-2.5537","0.0000","28.5201","29.4540","0.2108","10000.0000","45.39130634","-75.69626190"
"4.750","0.1256","11","0.0000","0.0000","-21.7071","-60.7497","0.0000","28.5191","29.4040","0.2008","10000.0000","45.39130629","-75.69626198"
"4.800","0.1337","11","0.0000","0.0000","-17.7494","29.6951","0.0000","28.5166","29.3540","0.1954","10000.0000","45.39130625","-75.69626193"
"4.850","0.1552","11","0.0000","0.0000","-12.7809","133.0652","0.0000","28.5139","29.3040","0.1904","10000.0000","45.39130621","-75.69626187"
"4.900","0.2053","11","0.0000","0.0000","-7.2174","117.1831","0.0000","28.5176","29.2540","0.2038","10000.0000","45.39130617","-75.69626182"
"4.950","0.2579","11","0.0000","0.0000","-1.6021","90.9311","0.0000","28.5219","29.2040","0.2188","10000.0000","45.39130613","-75.69626177"
"5.000","0.2878","11","0.0000","0.0000","-2.9057","78.1848","0.0000","28.5191","29.1540","0.2292","10000.0000","45.39130616","-75.69626175"
"5.050","0.3157","11","0.0000","0.0000","-4.8109","66.6129","0.0000","28.5157","29.1040","0.2392","10000.0000","45.39130619","-75.69626174"
"5.100","0.3279","11","0.0000","0.0000","-0.4375","66.9387","0.0000","28.5160","29.0080","0.2446","10000.0000","45.39130613","-75.69626169"
"5.150","0.3388","11","0.0000","0.0000","4.4820","68.2992","0.0000","28.5168","28.9080","0.2496","10000.0000","45.39130606","-75.69626165"
"5.200","0.2741","11","0.0000","0.0000","-3.2154","79.3370","0.0000","28.5135","28.8540","0.2408","10000.0000","45.39130602","-75.69626164"
"5.250","0.2029","11","0.0000","0.0000","-12.0099","91.2162","0.0000","28.5100","28.8040","0.2308","10000.0000","45.39130599","-75.69626164"
"5.300","0.2527","11","0.0000","0.0000","-9.1484","79.9860","0.0000","28.5105","28.7540","0.2392","10000.0000","45.39130598","-75.69626159"
"5.350","0.3131","11","0.0000","0.0000","-5.2733","66.7463","0.0000","28.5114","28.7040","0.2492","10000.0000","45.39130597","-75.69626153"
"5.400","0.2609","11","0.0000","0.0000","-3.8512","50.6286","0.0000","28.5146","28.6540","0.2454","10000.0000","45.39130594","-75.69626154"
"5.450","0.1988","11","0.0000","0.0000","-2.6425","34.2607","0.0000","28.5180","28.6040","0.2404","10000.0000","45.39130591","-75.69626155"
"5.500","0.1047","11","0.0000","0.0000","-1.3747","17.7937","0.0000","28.5182","28.5540","0.2308","10000.0000","45.39130591","-75.69626155"
"5.550","0.0078","11","0.0000","0.0000","-0.1018","1.3181","0.0000","28.5182","28.5040","0.2208","10000.0000","45.39130591","-75.69626155"
"5.600","0.0620","11","0.0000","0.0000","5.6150","81.1570","0.0000","28.5237","28.4540","0.2154","10000.0000","45.39130586","-75.69626164"
"5.650","0.1293","11","0.0000","0.0000","11.7183","169.3712","0.0000","28.5296","28.4040","0.2104","10000.0000","45.39130580","-75.69626173"
"5.700","0.1910","11","0.0000","0.0000","5.9349","141.2859","0.0000","28.5212","28.3540","0.2146","10000.0000","45.39130576","-75.69626167"
"5.750","0.2522","11","0.0000","0.0000","-0.8822","103.0877","0.0000","28.5116","28.3040","0.2196","10000.0000","45.39130572","-75.69626159"
"5.800","0.2396","11","0.0000","0.0000","0.6557","103.1544","0.0000","28.5083","28.2540","0.2154","10000.0000","45.39130568","-75.69626153"
"5.850","0.2205","11","0.0000","0.0000","2.9201","106.5486","0.0000","28.5056","28.2040","0.2104","10000.0000","45.39130564","-75.69626146"
"5.900","0.1756","11","0.0000","0.0000","4.8004","78.3811","0.0000","28.4990","28.1540","0.2238","10000.0000","45.39130564","-75.69626145"
"5.950","0.1285","11","0.0000","0.0000","6.6472","47.4691","0.0000","28.4920","28.1040","0.2388","10000.0000","45.39130564","-75.69626143"
"6.000","0.1833","11","0.0000","0.0000","4.6719","84.3227","0.0000","28.4929","28.0540","0.2216","10000.0000","45.39130557","-75.69626133"
"6.050","0.2469","11","0.0000","0.0000","2.3641","127.0690","0.0000","28.4945","28.0040","0.2016","10000.0000","45.39130549","-75.69626122"
"6.100","0.1884","11","0.0000","0.0000","12.6136","-5.4496","0.0000","28.4953","27.9540","0.2046","10000.0000","45.39130542","-75.69626117"
"6.150","0.1194","11","0.0000","0.0000","23.9550","-153.2087","0.0000","28.4960","27.9040","0.2096","10000.0000","45.39130535","-75.69626112"
"6.200","0.1391","11","0.0000","0.0000","19.8854","-19.3906","0.0000","28.4872","27.9000","0.2008","10000.0000","45.39130531","-75.69626105"
"6.250","0.1667","11","0.0000","0.0000","14.4757","138.9126","0.0000","28.4775","27.9000","0.1908","10000.0000","45.39130527","-75.69626097"
"6.300","0.2277","11","0.0000","0.0000","11.3248","107.8123","0.0000","28.4727","27.8540","0.2084","10000.0000","45.39130524","-75.69626078"
"6.350","0.2917","11","0.0000","0.0000","8.3702","60.2423","0.0000","28.4684","27.8040","0.2284","10000.0000","45.39130522","-75.69626058"
"6.400","0.3781","11","0.0000","0.0000","6.1861","73.6986","0.0000","28.4600","27.7540","0.2254","10000.0000","45.39130517","-75.69626043"
"6.450","0.4664","11","0.0000","0.0000","4.0690","92.4615","0.0000","28.4512","27.7040","0.2204","10000.0000","45.39130512","-75.69626029"
"6.500","0.3796","11","0.0000","0.0000","6.3597","47.3413","0.0000","28.4473","27.6540","0.2062","10000.0000","45.39130515","-75.69626027"
"6.550","0.2776","11","0.0000","0.0000","9.0336","-3.3340","0.0000","28.4439","27.6040","0.1912","10000.0000","45.39130518","-75.69626025"
"6.600","0.9515","11","-0.0206","0.1324","6.1417","-21.9872","0.0000","28.4393","27.5540","0.1900","10000.0000","45.39130540","-75.69626055"
"6.650","1.6929","11","-0.0431","0.2763","2.7659","-37.8558","0.0000","28.4346","27.5040","0.1900","10000.0000","45.39130563","-75.69626087"
"6.700","2.3370","11","-0.0411","0.3509","2.0627","-42.6449","0.0000","28.4331","27.4540","0.1900","10000.0000","45.39130590","-75.69626144"
"6.750","2.9727","11","-0.0370","0.4194","1.5919","-46.4705","0.0000","28.4318","27.4040","0.1900","10000.0000","45.39130616","-75.69626203"
"6.800","3.9579","12","-0.0251","0.4511","1.3085","-44.5974","-3.5381","28.4320","27.3540","0.1900","17.8040","45.39130671","-75.69626273"
"6.850","4.9735","12","-0.0126","0.4795","1.0414","-42.2287","-7.3838","28.4324","27.3040","0.1900","10.7202","45.39130729","-75.69626344"
"6.900","5.7512","12","0.0078","0.4848","0.9711","-42.1086","1.8507","28.4265","27.2540","0.1900","49.4595","45.39130798","-75.69626434"
"6.950","6.5082","12","0.0289","0.4881","0.9179","-42.1840","12.2226","28.4202","27.2040","0.1900","8.4746","45.39130867","-75.69626527"
"7.000","7.0417","12","0.0385","0.4596","1.0122","-42.3838","13.9374","28.4314","27.2000","0.1900","8.0411","45.39130939","-75.69626635"
"7.050","7.5556","12","0.0471","0.4284","1.1194","-42.5944","14.8993","28.4442","27.2000","0.1900","8.0710","45.39131010","-75.69626745"
"7.100","8.4290","12","0.0469","0.4099","1.1296","-40.7760","13.4335","28.4489","27.1540","0.1900","9.9864","45.39131113","-75.69626863"
"7.150","9.3337","12","0.0458","0.3926","1.1314","-38.7812","11.7567","28.4529","27.1040","0.1900","12.6354","45.39131218","-75.69626982"
"7.200","10.0305","12","0.0421","0.3865","1.0110","-38.4712","10.0340","28.4450","27.0540","0.1900","15.9100","45.39131329","-75.69627115"
"7.250","10.7092","12","0.0381","0.3815","0.8801","-38.3077","8.3073","28.4360","27.0040","0.1900","20.5172","45.39131439","-75.69627249"
"7.300","11.3629","12","0.0290","0.3682","0.9058","-38.5927","6.0533","28.4321","26.9540","0.1900","29.8756","45.39131563","-75.69627393"
"7.350","12.0144","12","0.0196","0.3541","0.9451","-38.9166","3.7534","28.4287","26.9040","0.1900","50.9441","45.39131688","-75.69627538"
"7.400","12.5217","12","0.0295","0.3658","0.9100","-38.7716","5.2014","28.4278","26.8540","0.1900","38.3148","45.39131816","-75.69627689"
"7.450","13.0165","12","0.0411","0.3798","0.8684","-38.5857","6.9752","28.4270","26.8040","0.1900","29.7001","45.39131945","-75.69627840"
"7.500","13.7816","12","0.0513","0.3812","0.8977","-37.9507","8.2107","28.4260","26.8000","0.1900","26.7141","45.39132098","-75.69628015"
"7.550","14.5701","12","0.0615","0.3816","0.9331","-37.2765","9.3993","28.4250","26.8000","0.1900","24.6710","45.39132252","-75.69628192"
"7.600","15.2623","12","0.0881","0.3899","0.8853","-36.3784","12.6621","28.4211","26.7540","0.1900","19.1838","45.39132421","-75.69628365"
"7.650","15.9460","12","0.1162","0.3990","0.8303","-35.4608","16.1052","28.4170","26.7040","0.1900","15.7582","45.39132592","-75.69628538"
"7.700","16.7611","12","0.1532","0.4406","0.8007","-34.2171","20.1184","28.4223","26.6540","0.1900","13.2595","45.39132789","-75.69628712"
"7.750","17.5876","12","0.1911","0.4850","0.7732","-32.9451","24.1813","28.4285","26.6040","0.1900","11.5757","45.39132988","-75.69628886"
"7.800","18.5896","12","0.1945","0.4968","0.7780","-31.7968","23.4599","28.4399","26.5540","0.1900","12.6114","45.39133206","-75.69629069"
"7.850","19.6070","12","0.1949","0.5059","0.7856","-30.6593","22.3225","28.4517","26.5040","0.1900","13.9793","45.39133426","-75.69629252"
"7.900","20.4094","12","0.1843","0.4957","0.7920","-29.5123","20.1986","28.4473","26.4540","0.1946","16.0816","45.39133667","-75.69629432"
"7.950","21.1931","12","0.1727","0.4839","0.7982","-28.3644","17.9888","28.4414","26.4040","0.1996","18.7505","45.39133909","-75.69629612"
"8.000","21.9430","12","0.1618","0.4453","0.7643","-28.0824","16.2075","28.4431","26.3540","0.2092","21.5477","45.39134168","-75.69629808"
"8.050","22.6899","12","0.1510","0.4043","0.7269","-27.8757","14.4634","28.4455","26.3040","0.2192","24.9678","45.39134429","-75.69630005"
"8.100","23.0951","12","0.1373","0.3579","0.6781","-27.4011","12.7597","28.4352","26.3000","0.2292","28.8070","45.39134695","-75.69630198"
"8.150","23.4706","12","0.1233","0.3110","0.6283","-26.9031","11.0595","28.4238","26.3000","0.2392","33.7759","45.39134962","-75.69630390"
"8.200","23.9848","12","0.1140","0.2539","0.6698","-26.0301","9.9987","28.4367","26.3000","0.2400","38.1780","45.39135241","-75.69630572"
"8.250","24.5111","12","0.1051","0.1959","0.7194","-25.1246","8.9935","28.4518","26.3000","0.2400","43.3767","45.39135522","-75.69630754"
"8.300","24.6306","12","0.1050","0.1670","0.7404","-24.8344","8.8455","28.4669","26.2540","0.2446","44.3175","45.39135803","-75.69630935"
"8.350","24.7147","12","0.1056","0.1407","0.7590","-24.5977","8.7720","28.4820","26.2040","0.2496","44.8412","45.39136084","-75.69631117"
"8.400","24.8590","12","0.1116","0.1339","0.7934","-24.1818","9.1725","28.4908","26.2000","0.2546","43.1336","45.39136371","-75.69631295"
"8.450","25.0086","12","0.1181","0.1288","0.8291","-23.7504","9.6143","28.4991","26.2000","0.2596","41.3993","45.39136658","-75.69631473"
"8.500","25.4176","12","0.1237","0.1178","0.8267","-23.3952","9.9786","28.5069","26.1540","0.2646","40.5402","45.39136957","-75.69631655"
"8.550","25.8493","12","0.1292","0.1063","0.8210","-23.0466","10.3362","28.5146","26.1040","0.2696","39.8023","45.39137258","-75.69631836"
"8.600","26.0663","12","0.1078","0.1046","0.7975","-22.4503","8.5707","28.5210","26.1000","0.2654","48.4041","45.39137565","-75.69632003"
"8.650","26.2647","12","0.0840","0.1038","0.7724","-21.8324","6.6207","28.5272","26.1000","0.2604","63.1381","45.39137873","-75.69632169"
"8.700","26.2333","12","0.0684","0.0956","0.7865","-21.4182","5.3622","28.5342","26.0540","0.2600","77.8633","45.39138181","-75.69632329"
"8.750","26.1820","12","0.0536","0.0868","0.8040","-21.0217","4.1638","28.5413","26.0040","0.2600","100.0760","45.39138488","-75.69632489"
"8.800","26.3048","13","0.0379","0.0874","0.7915","-21.2477","2.9390","28.5412","26.0000","0.2554","142.4464","45.39138797","-75.69632677"
"8.850","26.4428","13","0.0223","0.0889","0.7764","-21.5279","1.7119","28.5404","26.0000","0.2504","245.8334","45.39139105","-75.69632867"
"8.900","26.6871","13","-0.0097","0.0595","0.7625","-21.8309","-0.7295","28.5428","25.9540","0.2408","582.1951","45.39139416","-75.69633058"
"8.950","26.9407","13","-0.0432","0.0275","0.7488","-22.1360","-3.2766","28.5456","25.9040","0.2308","130.8586","45.39139727","-75.69633248"
"9.000","26.9301","13","-0.0715","0.0190","0.7582","-22.2895","-5.4146","28.5513","25.9000","0.2254","79.1567","45.39140030","-75.69633442"
"9.050","26.8964","13","-0.0994","0.0126","0.7695","-22.4299","-7.5171","28.5573","25.9000","0.2204","56.9462","45.39140332","-75.69633636"
"9.100","26.8490","13","-0.1181","0.0258","0.7651","-22.8452","-8.9281","28.5561","25.8540","0.2200","47.8617","45.39140635","-75.69633834"
"9.150","26.8003","13","-0.1361","0.0407","0.7595","-23.2844","-10.2790","28.5543","25.8040","0.2200","41.4963","45.39140938","-75.69634032"
"9.200","26.7629","13","-0.1351","0.0315","0.7338","-23.8411","-10.1802","28.5571","25.8000","0.2246","41.8404","45.39141236","-75.69634244"
"9.250","26.7265","13","-0.1325","0.0201","0.7064","-24.4081","-9.9554","28.5604","25.8000","0.2296","42.7271","45.39141534","-75.69634458"
"9.300","26.9676","13","-0.1328","-0.0022","0.7100","-25.2269","-9.9666","28.5606","25.7540","0.2254","43.0643","45.39141841","-75.69634694"
